项足 -> 项是   低频 1 次 | 高频对照 533 次
用显 -> 明显   低频 1 次 | 高频对照 87 次
的静 -> 的情   低频 1 次 | 高频对照 86 次
的请 -> 的情   低频 1 次 | 高频对照 86 次
序上 -> 序正   低频 1 次 | 高频对照 83 次
儿个 -> 几个   低频 1 次 | 高频对照 83 次
未的 -> 术的   低频 1 次 | 高频对照 81 次
题日 -> 题目   低频 1 次 | 高频对照 81 次
皮的 -> 度的   低频 1 次 | 高频对照 81 次
以刀 -> 以及   低频 1 次 | 高频对照 81 次
结舌 -> 结合   低频 1 次 | 高频对照 79 次
非上 -> 比上   低频 1 次 | 高频对照 79 次
汁不 -> 法不   低频 1 次 | 高频对照 78 次
进电 -> 进口   低频 1 次 | 高频对照 78 次
来由 -> 来自   低频 1 次 | 高频对照 78 次
进自 -> 进口   低频 1 次 | 高频对照 78 次
显小 -> 显示   低频 1 次 | 高频对照 77 次
之三 -> 之一   低频 1 次 | 高频对照 77 次
下平 -> 下来   低频 1 次 | 高频对照 77 次
而定 -> 而是   低频 1 次 | 高频对照 76 次
加干 -> 加工   低频 1 次 | 高频对照 76 次
足在 -> 是在   低频 1 次 | 高频对照 76 次
加于 -> 加工   低频 1 次 | 高频对照 76 次
口前 -> 目前   低频 1 次 | 高频对照 75 次
由前 -> 目前   低频 1 次 | 高频对照 75 次
组各 -> 组合   低频 1 次 | 高频对照 74 次
组占 -> 组合   低频 1 次 | 高频对照 74 次
费明 -> 费用   低频 1 次 | 高频对照 74 次
也定 -> 也是   低频 1 次 | 高频对照 73 次
是又 -> 是人   低频 1 次 | 高频对照 73 次
近生 -> 近年   低频 1 次 | 高频对照 73 次
是义 -> 是人   低频 1 次 | 高频对照 73 次
近失 -> 近年   低频 1 次 | 高频对照 73 次
大汽 -> 大气   低频 1 次 | 高频对照 73 次
是入 -> 是人   低频 1 次 | 高频对照 73 次
光素 -> 元素   低频 1 次 | 高频对照 72 次
低干 -> 低于   低频 1 次 | 高频对照 71 次
确是 -> 确定   低频 1 次 | 高频对照 71 次
不走 -> 不足   低频 1 次 | 高频对照 70 次
台全 -> 占全   低频 1 次 | 高频对照 70 次
雨的 -> 内的   低频 1 次 | 高频对照 69 次
肉的 -> 内的   低频 1 次 | 高频对照 69 次
总理 -> 总量   低频 1 次 | 高频对照 68 次
货款 -> 贷款   低频 1 次 | 高频对照 68 次
然面 -> 然而   低频 1 次 | 高频对照 67 次
平万 -> 平方   低频 1 次 | 高频对照 67 次
虽有 -> 中有   低频 1 次 | 高频对照 67 次
着路 -> 道路   低频 1 次 | 高频对照 67 次
虫有 -> 中有   低频 1 次 | 高频对照 67 次
的且 -> 的自   低频 1 次 | 高频对照 67 次
的且 -> 的电   低频 1 次 | 高频对照 66 次
方类 -> 方米   低频 1 次 | 高频对照 66 次
于具 -> 工具   低频 1 次 | 高频对照 66 次
的京 -> 的高   低频 1 次 | 高频对照 66 次
工直 -> 工具   低频 1 次 | 高频对照 66 次
能理 -> 能量   低频 1 次 | 高频对照 65 次
田的 -> 目的   低频 1 次 | 高频对照 65 次
采月 -> 采用   低频 1 次 | 高频对照 65 次
越丰 -> 越来   低频 1 次 | 高频对照 65 次
失长 -> 生长   低频 1 次 | 高频对照 65 次
必理 -> 心理   低频 1 次 | 高频对照 64 次
有义 -> 有人   低频 1 次 | 高频对照 64 次
西且 -> 而且   低频 1 次 | 高频对照 63 次
四且 -> 而且   低频 1 次 | 高频对照 63 次
面且 -> 而且   低频 1 次 | 高频对照 63 次
而由 -> 而且   低频 1 次 | 高频对照 63 次
而白 -> 而且   低频 1 次 | 高频对照 63 次
而日 -> 而且   低频 1 次 | 高频对照 63 次
而田 -> 而且   低频 1 次 | 高频对照 63 次
量两 -> 量同   低频 1 次 | 高频对照 62 次
量网 -> 量同   低频 1 次 | 高频对照 62 次
甫的 -> 明的   低频 1 次 | 高频对照 61 次
以毛 -> 以来   低频 1 次 | 高频对照 61 次
物量 -> 物理   低频 1 次 | 高频对照 61 次
体周 -> 体内   低频 1 次 | 高频对照 60 次
友电 -> 发电   低频 1 次 | 高频对照 60 次
发自 -> 发电   低频 1 次 | 高频对照 60 次
合两 -> 合同   低频 1 次 | 高频对照 60 次
体同 -> 体内   低频 1 次 | 高频对照 60 次
发白 -> 发电   低频 1 次 | 高频对照 60 次
体网 -> 体内   低频 1 次 | 高频对照 60 次
体再 -> 体内   低频 1 次 | 高频对照 60 次
合网 -> 合同   低频 1 次 | 高频对照 60 次
起手 -> 起来   低频 1 次 | 高频对照 59 次
自此 -> 由此   低频 1 次 | 高频对照 59 次
且此 -> 由此   低频 1 次 | 高频对照 59 次
起丰 -> 起来   低频 1 次 | 高频对照 59 次
起平 -> 起来   低频 1 次 | 高频对照 59 次
由非 -> 由此   低频 1 次 | 高频对照 59 次
午间 -> 年间   低频 1 次 | 高频对照 58 次
在士 -> 在于   低频 1 次 | 高频对照 58 次
生间 -> 年间   低频 1 次 | 高频对照 58 次
生轻 -> 年轻   低频 1 次 | 高频对照 58 次
在千 -> 在于   低频 1 次 | 高频对照 58 次
入中 -> 人中   低频 1 次 | 高频对照 58 次
小倍 -> 少倍   低频 1 次 | 高频对照 57 次
斥的 -> 质的   低频 1 次 | 高频对照 57 次
雅中 -> 集中   低频 1 次 | 高频对照 57 次
难中 -> 集中   低频 1 次 | 高频对照 57 次
乎总 -> 平总   低频 1 次 | 高频对照 57 次
岳的 -> 质的   低频 1 次 | 高频对照 57 次
为同 -> 为两   低频 1 次 | 高频对照 56 次
各成 -> 合成   低频 1 次 | 高频对照 56 次
古成 -> 合成   低频 1 次 | 高频对照 56 次
术来 -> 未来   低频 1 次 | 高频对照 55 次
美无 -> 美元   低频 1 次 | 高频对照 55 次
尔的 -> 小的   低频 1 次 | 高频对照 55 次
些常 -> 非常   低频 1 次 | 高频对照 55 次
田的 -> 自的   低频 1 次 | 高频对照 55 次
全都 -> 全部   低频 1 次 | 高频对照 55 次
别定 -> 别是   低频 1 次 | 高频对照 54 次
是百 -> 是由   低频 1 次 | 高频对照 54 次
足由 -> 是由   低频 1 次 | 高频对照 54 次
是日 -> 是由   低频 1 次 | 高频对照 54 次
一太 -> 一天   低频 1 次 | 高频对照 54 次
一夫 -> 一天   低频 1 次 | 高频对照 54 次
是旦 -> 是由   低频 1 次 | 高频对照 54 次
量解 -> 理解   低频 1 次 | 高频对照 54 次
出手 -> 出来   低频 1 次 | 高频对照 53 次
量合 -> 量占   低频 1 次 | 高频对照 53 次
当干 -> 当于   低频 1 次 | 高频对照 53 次
出采 -> 出来   低频 1 次 | 高频对照 53 次
遂渐 -> 逐渐   低频 1 次 | 高频对照 53 次
当土 -> 当于   低频 1 次 | 高频对照 53 次
出丰 -> 出来   低频 1 次 | 高频对照 53 次
出平 -> 出来   低频 1 次 | 高频对照 53 次
列马 -> 列与   低频 1 次 | 高频对照 53 次
力理 -> 力量   低频 1 次 | 高频对照 52 次
国名 -> 国古   低频 1 次 | 高频对照 52 次
特是 -> 特定   低频 1 次 | 高频对照 52 次
史正 -> 史上   低频 1 次 | 高频对照 52 次
里计 -> 累计   低频 1 次 | 高频对照 52 次
永的 -> 水的   低频 1 次 | 高频对照 52 次
王部 -> 干部   低频 1 次 | 高频对照 52 次
二方 -> 一方   低频 1 次 | 高频对照 52 次
国占 -> 国古   低频 1 次 | 高频对照 52 次
人丙 -> 人同   低频 1 次 | 高频对照 51 次
岳的 -> 后的   低频 1 次 | 高频对照 51 次
人再 -> 人同   低频 1 次 | 高频对照 51 次
斥的 -> 后的   低频 1 次 | 高频对照 51 次
人内 -> 人同   低频 1 次 | 高频对照 51 次
未的 -> 本的   低频 1 次 | 高频对照 51 次
有占 -> 有各   低频 1 次 | 高频对照 50 次
土人 -> 工人   低频 1 次 | 高频对照 50 次
土人 -> 于人   低频 1 次 | 高频对照 50 次
千人 -> 工人   低频 1 次 | 高频对照 50 次
千人 -> 于人   低频 1 次 | 高频对照 50 次
以准 -> 以推   低频 1 次 | 高频对照 50 次
以难 -> 以推   低频 1 次 | 高频对照 50 次
类上 -> 类正   低频 1 次 | 高频对照 49 次
六从 -> 六个   低频 1 次 | 高频对照 49 次
成二 -> 成一   低频 1 次 | 高频对照 49 次
西成 -> 而成   低频 1 次 | 高频对照 48 次
理比 -> 量比   低频 1 次 | 高频对照 48 次
汗流 -> 河流   低频 1 次 | 高频对照 48 次
生均 -> 年均   低频 1 次 | 高频对照 48 次
量非 -> 量比   低频 1 次 | 高频对照 48 次
尔有 -> 少有   低频 1 次 | 高频对照 47 次
上好 -> 正好   低频 1 次 | 高频对照 47 次
小有 -> 少有   低频 1 次 | 高频对照 47 次
小了 -> 少了   低频 1 次 | 高频对照 47 次
有此 -> 有些   低频 1 次 | 高频对照 47 次
成意 -> 成立   低频 1 次 | 高频对照 47 次
页的 -> 员的   低频 1 次 | 高频对照 47 次
贤的 -> 员的   低频 1 次 | 高频对照 47 次
有比 -> 有些   低频 1 次 | 高频对照 47 次
干地 -> 土地   低频 1 次 | 高频对照 47 次
八在 -> 人在   低频 1 次 | 高频对照 47 次
成六 -> 成立   低频 1 次 | 高频对照 47 次
义不 -> 人不   低频 1 次 | 高频对照 47 次
工地 -> 土地   低频 1 次 | 高频对照 47 次
财的 -> 员的   低频 1 次 | 高频对照 47 次
支中 -> 文中   低频 1 次 | 高频对照 46 次
的肆 -> 的建   低频 1 次 | 高频对照 46 次
产及 -> 产力   低频 1 次 | 高频对照 46 次
衰大 -> 表大   低频 1 次 | 高频对照 46 次
的闪 -> 的问   低频 1 次 | 高频对照 46 次
氏人 -> 民人   低频 1 次 | 高频对照 46 次
衣大 -> 表大   低频 1 次 | 高频对照 46 次
兑的 -> 元的   低频 1 次 | 高频对照 45 次
民江 -> 民法   低频 1 次 | 高频对照 45 次
甲行 -> 自行   低频 1 次 | 高频对照 45 次
理为 -> 量为   低频 1 次 | 高频对照 45 次
无的 -> 元的   低频 1 次 | 高频对照 45 次
月了 -> 用了   低频 1 次 | 高频对照 45 次
口行 -> 自行   低频 1 次 | 高频对照 45 次
民河 -> 民法   低频 1 次 | 高频对照 45 次
源工 -> 源于   低频 1 次 | 高频对照 45 次
二条 -> 一条   低频 1 次 | 高频对照 45 次
二致 -> 一致   低频 1 次 | 高频对照 45 次
定对 -> 是对   低频 1 次 | 高频对照 44 次
大王 -> 大于   低频 1 次 | 高频对照 44 次
生增 -> 年增   低频 1 次 | 高频对照 44 次
大干 -> 大于   低频 1 次 | 高频对照 44 次
多先 -> 多元   低频 1 次 | 高频对照 44 次
足对 -> 是对   低频 1 次 | 高频对照 44 次
口动 -> 自动   低频 1 次 | 高频对照 44 次
多兄 -> 多元   低频 1 次 | 高频对照 44 次
大千 -> 大于   低频 1 次 | 高频对照 44 次
来购 -> 采购   低频 1 次 | 高频对照 44 次
独亲 -> 独立   低频 1 次 | 高频对照 44 次
补元 -> 补充   低频 1 次 | 高频对照 44 次
小种 -> 少种   低频 1 次 | 高频对照 43 次
甲由 -> 自由   低频 1 次 | 高频对照 43 次
火出 -> 火山   低频 1 次 | 高频对照 43 次
意方 -> 立方   低频 1 次 | 高频对照 43 次
业又 -> 业人   低频 1 次 | 高频对照 43 次
自自 -> 自由   低频 1 次 | 高频对照 43 次
道次 -> 首次   低频 1 次 | 高频对照 43 次
干上 -> 于上   低频 1 次 | 高频对照 43 次
夹的 -> 天的   低频 1 次 | 高频对照 43 次
年木 -> 年末   低频 1 次 | 高频对照 43 次
术质 -> 本质   低频 1 次 | 高频对照 43 次
自日 -> 自由   低频 1 次 | 高频对照 43 次
太的 -> 天的   低频 1 次 | 高频对照 43 次
年才 -> 年末   低频 1 次 | 高频对照 43 次
目由 -> 自由   低频 1 次 | 高频对照 43 次
国冀 -> 国共   低频 1 次 | 高频对照 43 次
六方 -> 立方   低频 1 次 | 高频对照 43 次
的舟 -> 的月   低频 1 次 | 高频对照 43 次
前二 -> 前三   低频 1 次 | 高频对照 43 次
尖部 -> 大部   低频 1 次 | 高频对照 42 次
良生 -> 民生   低频 1 次 | 高频对照 42 次
而吉 -> 而言   低频 1 次 | 高频对照 42 次
失部 -> 大部   低频 1 次 | 高频对照 42 次
能文 -> 能支   低频 1 次 | 高频对照 42 次
出二 -> 出一   低频 1 次 | 高频对照 42 次
汗的 -> 法的   低频 1 次 | 高频对照 42 次
的雷 -> 的需   低频 1 次 | 高频对照 42 次
于虫 -> 于中   低频 1 次 | 高频对照 42 次
儿乎 -> 几乎   低频 1 次 | 高频对照 42 次
亘在 -> 正在   低频 1 次 | 高频对照 42 次
贤的 -> 见的   低频 1 次 | 高频对照 41 次
量足 -> 量是   低频 1 次 | 高频对照 41 次
力反 -> 力发   低频 1 次 | 高频对照 41 次
页的 -> 见的   低频 1 次 | 高频对照 41 次
财的 -> 见的   低频 1 次 | 高频对照 41 次
日主 -> 自主   低频 1 次 | 高频对照 40 次
甲主 -> 自主   低频 1 次 | 高频对照 40 次
又与 -> 人与   低频 1 次 | 高频对照 40 次
名物 -> 合物   低频 1 次 | 高频对照 40 次
占物 -> 合物   低频 1 次 | 高频对照 40 次
由主 -> 自主   低频 1 次 | 高频对照 40 次
目主 -> 自主   低频 1 次 | 高频对照 40 次
三八 -> 三人   低频 1 次 | 高频对照 40 次
义与 -> 人与   低频 1 次 | 高频对照 40 次
若千 -> 若干   低频 1 次 | 高频对照 39 次
若工 -> 若干   低频 1 次 | 高频对照 39 次
红包 -> 红色   低频 1 次 | 高频对照 39 次
与八 -> 与人   低频 1 次 | 高频对照 39 次
成失 -> 成年   低频 1 次 | 高频对照 39 次
本都 -> 本部   低频 1 次 | 高频对照 39 次
马人 -> 与人   低频 1 次 | 高频对照 39 次
田和 -> 甲和   低频 1 次 | 高频对照 38 次
尔的 -> 少的   低频 1 次 | 高频对照 38 次
年丙 -> 年同   低频 1 次 | 高频对照 38 次
江与 -> 法与   低频 1 次 | 高频对照 38 次
老又 -> 老人   低频 1 次 | 高频对照 38 次
用且 -> 用电   低频 1 次 | 高频对照 38 次
生同 -> 年同   低频 1 次 | 高频对照 38 次
用日 -> 用电   低频 1 次 | 高频对照 38 次
由色 -> 白色   低频 1 次 | 高频对照 38 次
明电 -> 用电   低频 1 次 | 高频对照 38 次
化走 -> 化是   低频 1 次 | 高频对照 38 次
线正 -> 线上   低频 1 次 | 高频对照 38 次
月电 -> 用电   低频 1 次 | 高频对照 38 次
年两 -> 年同   低频 1 次 | 高频对照 38 次
同三 -> 丙三   低频 1 次 | 高频对照 38 次
网三 -> 丙三   低频 1 次 | 高频对照 38 次
自色 -> 白色   低频 1 次 | 高频对照 38 次
加义 -> 加人   低频 1 次 | 高频对照 38 次
质来 -> 原来   低频 1 次 | 高频对照 38 次
失同 -> 年同   低频 1 次 | 高频对照 38 次
深发 -> 深度   低频 1 次 | 高频对照 38 次
且和 -> 甲和   低频 1 次 | 高频对照 38 次
日和 -> 甲和   低频 1 次 | 高频对照 38 次
田的 -> 甲的   低频 1 次 | 高频对照 37 次
月时 -> 用时   低频 1 次 | 高频对照 37 次
长反 -> 长度   低频 1 次 | 高频对照 37 次
了虽 -> 了中   低频 1 次 | 高频对照 37 次
一八 -> 一人   低频 1 次 | 高频对照 37 次
一都 -> 一部   低频 1 次 | 高频对照 37 次
约合 -> 约占   低频 1 次 | 高频对照 36 次
空者 -> 究者   低频 1 次 | 高频对照 36 次
当生 -> 当年   低频 1 次 | 高频对照 36 次
南非 -> 南北   低频 1 次 | 高频对照 36 次
求分 -> 水分   低频 1 次 | 高频对照 36 次
睛感 -> 情感   低频 1 次 | 高频对照 36 次
要定 -> 要是   低频 1 次 | 高频对照 35 次
和少 -> 和小   低频 1 次 | 高频对照 35 次
毛的 -> 平的   低频 1 次 | 高频对照 34 次
并口 -> 并且   低频 1 次 | 高频对照 34 次
额合 -> 额占   低频 1 次 | 高频对照 34 次
又次 -> 人次   低频 1 次 | 高频对照 34 次
及和 -> 力和   低频 1 次 | 高频对照 34 次
友出 -> 发出   低频 1 次 | 高频对照 34 次
是了 -> 定了   低频 1 次 | 高频对照 34 次
给是 -> 给定   低频 1 次 | 高频对照 34 次
学才 -> 学术   低频 1 次 | 高频对照 34 次
乎了 -> 来了   低频 1 次 | 高频对照 34 次
平了 -> 来了   低频 1 次 | 高频对照 34 次
义生 -> 人生   低频 1 次 | 高频对照 34 次
轻义 -> 轻人   低频 1 次 | 高频对照 34 次
田的 -> 口的   低频 1 次 | 高频对照 34 次
元论 -> 无论   低频 1 次 | 高频对照 34 次
乎的 -> 平的   低频 1 次 | 高频对照 34 次
论定 -> 论是   低频 1 次 | 高频对照 33 次
小亿 -> 少亿   低频 1 次 | 高频对照 33 次
集生 -> 维生   低频 1 次 | 高频对照 33 次
自色 -> 自己   低频 1 次 | 高频对照 33 次
由量 -> 电量   低频 1 次 | 高频对照 33 次
戊熟 -> 成熟   低频 1 次 | 高频对照 33 次
维年 -> 维生   低频 1 次 | 高频对照 33 次
据比 -> 据此   低频 1 次 | 高频对照 33 次
更足 -> 更是   低频 1 次 | 高频对照 33 次
论足 -> 论是   低频 1 次 | 高频对照 33 次
目益 -> 日益   低频 1 次 | 高频对照 33 次
九的 -> 及的   低频 1 次 | 高频对照 33 次
他八 -> 他人   低频 1 次 | 高频对照 33 次
的失 -> 的天   低频 1 次 | 高频对照 33 次
有首 -> 有着   低频 1 次 | 高频对照 33 次
刀的 -> 及的   低频 1 次 | 高频对照 33 次
入大 -> 人大   低频 1 次 | 高频对照 33 次
题定 -> 题是   低频 1 次 | 高频对照 32 次
且解 -> 目解   低频 1 次 | 高频对照 32 次
江人 -> 法人   低频 1 次 | 高频对照 32 次
少无 -> 少元   低频 1 次 | 高频对照 32 次
足有 -> 是有   低频 1 次 | 高频对照 32 次
土资 -> 工资   低频 1 次 | 高频对照 32 次
认是 -> 认定   低频 1 次 | 高频对照 32 次
汉人 -> 法人   低频 1 次 | 高频对照 32 次
立思 -> 意思   低频 1 次 | 高频对照 32 次
于资 -> 工资   低频 1 次 | 高频对照 32 次
少光 -> 少元   低频 1 次 | 高频对照 32 次
皮的 -> 发的   低频 1 次 | 高频对照 32 次
申年 -> 百年   低频 1 次 | 高频对照 31 次
定以 -> 是以   低频 1 次 | 高频对照 31 次
大下 -> 天下   低频 1 次 | 高频对照 31 次
且年 -> 百年   低频 1 次 | 高频对照 31 次
永的 -> 求的   低频 1 次 | 高频对照 31 次
上支 -> 上文   低频 1 次 | 高频对照 31 次
容理 -> 容量   低频 1 次 | 高频对照 31 次
年木 -> 年未   低频 1 次 | 高频对照 31 次
要后 -> 要原   低频 1 次 | 高频对照 31 次
占的 -> 合的   低频 1 次 | 高频对照 31 次
足要 -> 是要   低频 1 次 | 高频对照 31 次
月来 -> 用来   低频 1 次 | 高频对照 31 次
三时 -> 一时   低频 1 次 | 高频对照 31 次
而季 -> 四季   低频 1 次 | 高频对照 31 次
甲年 -> 百年   低频 1 次 | 高频对照 31 次
口年 -> 百年   低频 1 次 | 高频对照 31 次
年才 -> 年未   低频 1 次 | 高频对照 31 次
谷量 -> 容量   低频 1 次 | 高频对照 31 次
确发 -> 确反   低频 1 次 | 高频对照 31 次
数合 -> 数占   低频 1 次 | 高频对照 30 次
种兵 -> 种质   低频 1 次 | 高频对照 30 次
又比 -> 人比   低频 1 次 | 高频对照 30 次
过皮 -> 过度   低频 1 次 | 高频对照 30 次
土生 -> 于生   低频 1 次 | 高频对照 30 次
于牛 -> 于生   低频 1 次 | 高频对照 30 次
克之 -> 元之   低频 1 次 | 高频对照 30 次
牛相 -> 年相   低频 1 次 | 高频对照 30 次
人北 -> 人比   低频 1 次 | 高频对照 30 次
的且 -> 的日   低频 1 次 | 高频对照 30 次
过反 -> 过度   低频 1 次 | 高频对照 30 次
人非 -> 人比   低频 1 次 | 高频对照 30 次
的舟 -> 的用   低频 1 次 | 高频对照 30 次
工生 -> 于生   低频 1 次 | 高频对照 30 次
于失 -> 于生   低频 1 次 | 高频对照 30 次
数名 -> 数占   低频 1 次 | 高频对照 30 次
光之 -> 元之   低频 1 次 | 高频对照 30 次
入为 -> 人为   低频 1 次 | 高频对照 30 次
穴中 -> 空中   低频 1 次 | 高频对照 29 次
自公 -> 甲公   低频 1 次 | 高频对照 29 次
性后 -> 性质   低频 1 次 | 高频对照 29 次
同上 -> 网上   低频 1 次 | 高频对照 29 次
中少 -> 中小   低频 1 次 | 高频对照 29 次
衷的 -> 表的   低频 1 次 | 高频对照 29 次
